year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
2,722.0,1059.1,2.0,1112.0,27,106,3317,222,0.0,17.2,8.0,2,0.618
3,722.0,868.7,2.2,909.2,37,108,4349,292,0.0,22.9,9.0,3,0.635
4,722.0,859.1,3.8,639.0,21,116,4528,304,0.0,34.1,11.0,3,0.646
5,722.0,872.9,2.2,998.0,26,112,2780,335,0.0,54.4,17.0,6,0.664
6,722.0,933.5,3.2,780.4,19,115,2910,350,0.0,87.3,25.0,7,0.704
7,722.0,975.6,2.8,748.8,18,111,2910,385,0.0,122.3,26.0,7,0.747
8,722.0,1035.0,1.1,1220.0,20,111,2700,420,2.2,142.3,27.0,8,1.021
9,72.0,1124.3,2.6,779.7,28,107,2700,455,4.6,156.1,29.0,11,1.035
1,589.0,411.4,2.4,2089.0,12,111,1272,249,0.0,7.4,11.0,7,1.392
2,589.0,388.0,3.2,1676.0,19,120,1454,276,0.0,13.4,16.0,7,1.418
3,589.0,575.2,3.3,1761.8,17,113,1427,271,0.0,20.7,16.0,7,1.422
4,589.0,489.5,3.0,1399.0,20,119,1484,282,0.0,22.6,16.0,8,1.505
5,589.0,624.8,2.6,1523.0,20,119,1543,293,0.0,28.0,17.0,8,1.507
6,589.0,437.4,3.1,1755.0,17,111,1605,305,0.0,29.3,17.0,8,1.59
7,589.0,525.1,2.1,2017.6,19,117,1669,317,1.6,67.0,18.0,9,1.615
8,589.0,604.7,0.6,2455.0,21,111,1736,330,4.5,89.1,18.0,9,1.657
9,589.0,575.7,3.4,1623.0,20,115,1806,343,5.2,122.7,19.0,9,1.661
10,589.0,659.8,4.4,1415.7,18,116,1880,564,5.9,124.9,19.0,9,1.693
1,440.0,495.4,1.8,2365.0,16,120,1699,131,0.0,62.3,19.0,3,1.159
2,440.0,467.8,3.0,1792.0,19,118,1732,132,0.0,70.7,19.0,3,1.25
3,440.0,765.4,3.1,1974.6,21,114,1521,117,0.0,175.7,21.0,4,1.283
4,440.0,530.2,2.5,1676.0,24,118,1630,127,0.0,203.2,23.0,4,1.302
5,440.0,726.5,2.4,1740.0,20,114,1709,131,0.0,251.9,27.0,5,1.347
6,440.0,544.2,3.5,1779.8,20,119,1812,139,0.0,281.8,27.0,5,1.429
7,440.0,585.4,2.6,2091.7,17,119,1920,148,0.0,303.0,36.0,6,1.582
8,440.0,760.3,1.0,2536.0,23,114,2035,157,0.0,315.2,39.0,6,1.732
9,440.0,642.5,2.7,1900.8,19,121,2158,166,0.0,320.2,39.0,7,1.928
10,440.0,605.0,5.2,1286.3,22,120,2240,175,0.0,329.5,48.0,7,1.983
1,331.0,436.2,2.5,2177.0,14,117,1746,300,0.0,16.7,15.0,3,1.097
2,331.0,409.9,3.4,1719.0,18,116,2226,327,0.0,19.4,18.0,3,2.112
3,331.0,701.4,3.6,1793.1,20,114,2204,324,0.0,22.2,18.0,5,2.148
4,331.0,461.6,3.1,1514.0,22,118,2358,347,0.0,29.4,19.0,5,2.209
5,331.0,641.6,2.9,1567.0,21,114,2523,371,0.0,37.4,21.0,8,2.298
6,331.0,479.8,3.8,1722.0,19,116,2700,397,0.0,53.2,24.0,8,2.452
7,331.0,570.6,2.6,2051.9,20,116,2889,425,0.0,68.5,26.0,8,2.612
8,331.0,643.6,0.9,2461.0,20,109,3091,454,0.0,74.3,26.0,9,2.762
9,331.0,688.9,3.4,1712.1,20,120,3308,486,0.0,78.9,28.0,11,2.89
10,331.0,703.2,4.9,1381.1,20,114,3539,520,1.7,81.4,31.0,11,2.94
1,652.0,411.4,2.4,2089.0,12,111,1272,249,0.0,0.0,7.0,1,1.075
2,652.0,388.0,3.2,1676.0,19,120,1454,276,0.0,0.0,8.0,2,1.081
3,652.0,575.2,3.3,1761.8,17,113,1427,271,0.0,0.0,9.0,2,1.089
4,652.0,489.5,3.0,1399.0,20,119,1484,282,0.0,16.3,9.0,2,1.097
5,652.0,624.8,2.6,1523.0,20,119,1543,293,0.0,44.7,10.0,3,1.11
6,652.0,437.4,3.1,1755.0,17,111,1605,305,0.0,74.6,13.0,3,1.153
7,652.0,525.1,2.1,2017.6,19,117,1669,317,0.0,87.5,13.0,3,1.351
8,652.0,604.7,0.6,2455.0,21,111,1736,330,0.0,108.4,16.0,4,1.391
9,652.0,575.7,3.4,1623.0,20,115,1806,343,0.0,134.2,16.0,4,1.423
10,652.0,659.8,4.4,1415.7,18,116,1910,352,0.0,138.3,17.0,5,1.456
1,514.0,1404.4,7.8,597.0,28,115,3671,441,0.8,106.2,0.0,3,1.186
2,514.0,1395.4,9.4,241.0,26,118,3674,441,12.1,115.1,1.0,5,1.234
3,514.0,1339.6,9.5,335.2,18,116,5820,230,15.6,150.2,4.0,5,1.27
4,514.0,1249.8,7.9,372.0,26,121,5830,230,28.3,152.3,4.0,6,1.312
5,514.0,1230.5,8.4,515.0,20,115,6057,239,48.3,154.8,6.0,6,1.375
6,514.0,1262.7,8.3,637.0,27,113,6306,249,144.9,156.3,8.0,7,1.408
7,514.0,1175.9,8.9,446.7,11,121,6558,259,154.3,165.8,9.0,7,1.503
8,514.0,1636.4,8.0,525.0,22,111,6950,272,175.8,177.8,9.0,7,1.509
9,514.0,1133.9,8.4,337.3,19,118,7377,291,189.4,191.7,10.0,8,1.556
10,514.0,1226.4,10.1,203.6,16,114,7672,303,219.7,206.2,10.0,8,1.607
1,901.0,1360.7,9.9,167.0,40,103,12530,880,0.0,14.9,2.0,9,1.015
2,901.0,1332.4,11.1,45.0,36,103,13350,921,0.0,21.7,9.0,10,1.017
3,901.0,1399.1,11.0,62.9,40,105,10710,739,0.0,25.2,10.0,10,1.034
4,901.0,1271.1,9.7,117.0,39,103,11334,827,0.0,27.6,11.0,10,1.037
5,901.0,1225.1,10.2,126.0,32,102,12266,882,0.0,28.7,13.0,11,1.045
6,901.0,1206.4,10.2,188.9,40,109,13197,937,0.0,30.6,18.0,11,1.056
7,901.0,1052.5,10.4,94.2,34,106,13751,976,0.0,34.7,23.0,12,1.061
8,901.0,1648.8,9.8,152.0,44,107,14588,1036,4.8,43.2,24.0,12,1.068
9,901.0,1354.1,10.3,54.9,35,102,14880,1056,5.2,71.1,24.0,12,1.0763
10,901.0,1531.0,11.1,34.9,40,100,15150,1077,5.9,74.5,33.0,13,1.087
1,1181.0,1283.2,7.1,713.0,28,109,9140,730,0.0,1.4,0.0,7,0.573
2,1181.0,1196.1,8.5,332.0,24,112,9362,609,0.0,9.3,2.0,8,0.611
3,1181.0,1339.3,8.5,440.4,31,120,9645,623,1.2,25.8,6.0,8,0.652
4,1181.0,1190.7,7.2,475.0,25,117,9968,645,12.3,30.7,6.0,8,0.67
5,1181.0,1078.8,7.6,650.0,20,110,10100,660,31.8,48.7,8.0,10,0.712
6,1181.0,1306.4,7.6,726.3,28,127,10570,690,77.5,52.0,10.0,10,0.728
7,1181.0,1176.5,8.0,546.4,16,121,11270,730,92.4,56.7,11.0,10,0.782
8,1181.0,1599.4,7.5,569.0,28,110,11800,820,117.5,62.3,13.0,11,0.835
9,1181.0,1193.8,7.5,473.6,28,122,12100,850,122.2,67.7,15.0,12,0.983
10,1181.0,1364.9,9.2,274.3,24,112,12500,880,131.4,72.4,18.0,12,0.996
1,662.0,1564.4,11.0,212.0,35,111,3861,1249,0.0,1.6,12.0,2,1.682
2,662.0,1199.3,12.4,32.0,34,118,3170,1295,6.2,3.6,23.0,5,1.712
3,662.0,1252.5,12.5,64.3,30,118,3100,1265,27.8,6.5,44.0,6,1.723
4,662.0,1297.4,11.1,92.0,33,112,3131,1278,37.4,10.6,56.0,9,1.735
5,662.0,1351.5,11.4,141.0,31,114,3162,1290,56.4,38.1,78.0,9,1.777
6,662.0,1251.4,11.2,254.8,27,117,3194,1303,71.5,89.9,95.0,10,1.794
7,662.0,1157.2,11.7,158.7,19,119,3226,1316,89.9,172.1,113.0,11,1.947
8,662.0,1844.3,10.8,209.0,38,113,3258,1330,109.8,222.3,144.0,12,1.993
9,662.0,1285.8,11.3,85.5,30,111,3291,1343,140.8,292.8,167.0,12,2.122
10,662.0,1110.7,12.8,33.2,27,117,3324,1356,193.7,305.6,180.0,12,2.212
1,454.0,1446.2,13.6,69.3,23,119,2156,509,0.0,0.0,0.0,2,1.466
2,454.0,1366.8,12.7,152.0,19,116,2223,525,0.0,0.0,0.0,2,1.492
3,454.0,1310.5,13.3,57.9,17,114,2634,595,0.0,0.0,0.0,4,1.597
4,454.0,1128.7,15.0,28.0,12,121,3842,730,0.0,0.0,0.0,15,1.634
5,454.0,1126.6,14.4,28.8,16,116,3842,730,19.0,0.0,0.0,15,1.654
6,454.0,931.8,13.6,125.0,13,116,4150,830,15.1,1.8,1.0,15,1.681
7,454.0,703.0,14.5,17.0,13,118,4150,830,24.6,7.9,2.0,15,1.838
8,454.0,1124.1,14.9,45.0,18,117,4200,840,119.0,15.7,2.0,16,1.862
9,454.0,1462.3,13.2,62.0,27,117,4400,720,138.2,30.5,6.0,18,1.883
10,454.0,986.3,14.3,67.0,24,122,4415,721,293.0,39.8,7.0,18,1.889
